Name,Address,City,State,Zip
Hesed Christian Fellowship,5532 Sinclair Rd,Columbus,OH,43229
Praise Lord Fellowship,2086 Teakwood Dr,Columbus,OH,43229
Christian Missionary Alliance,5543 Sinclair Rd,Columbus,OH,43229
Victorious Life Christian Center,1875 Tamarack Cir N,Columbus,OH,43229
Whiteside Mary,5370 Heckin Ct,Columbus,OH,43229
Faith Life Family Church,2580 Jordan Rd,Columbus,OH,43231
New Destiny Church Of God In Christ,1852 Tamarack Cir S,Columbus,OH,43229
Ching Ter Maintreya Temple,2891 E Dublin Granville Rd,Columbus,OH,43231
Christ Embassy International,5393 Sinclair Rd,Columbus,OH,43229
New Creation Missionary Bapt,2965 E Dublin Granville Rd,Columbus,OH,43231
Joy Christian Church,142 Wetherby Ln,Westerville,OH,43081
Jesus Power Assembly God Chr,5215 Cleveland Ave,Columbus,OH,43231
Highlands Presbyterian Church,6909 Smoky Row Rd,Columbus,OH,43235
St Peters Church,1533 E 17th St,Cleveland,OH,44114
Smoky Row Brethren Church,7260 Smoky Row Rd,Columbus,OH,43235
Motel 6-North Columbus,1289 Fahlander Dr N,Columbus,OH,43229
Korean Church Of Columbus,2825 Snouffer Rd,Columbus,OH,43235
Ministry Vision Of Faith,2218 Minerva Ave,Columbus,OH,43229
Moxley Irvin S,420 Charleston Ave,Columbus,OH,43214
North Woods Community Church,876 Freeway Dr N,Columbus,OH,43229
Matejic Mateja Rev,1404 Norma Rd,Columbus,OH,43229
Ministries Abba,4979 Woodbriar Pl,Columbus,OH,43229
Columbus Center-spiritual Lvng,2436 W Dublin Granville Rd,Columbus,OH,43235
North Baptist Church,76 Charleston Ave,Columbus,OH,43214
Fleming Ronald R,2396 Queen Ann Ct,Columbus,OH,43235
Gurdwara Of Central Ohio,2580 W Dublin Granville Rd,Columbus,OH,43235
Jehovah's Witnesses,421 E College Ave,Westerville,OH,43081
Justice Jay Pete,420 Rosslyn Ave,Columbus,OH,43214
Zoller Hariette G Rev,5155 N High St,Columbus,OH,43214
Abounding Praise Worship Center,5250 Strawberry Farms Blvd,Columbus,OH,43230
Holy Cross Orthodox Mission,2548 Billingsley Rd,Columbus,OH,43235
Kingdon Community Church,5105 Ormanton Dr,Columbus,OH,43230
St Mary Coptic Orthodox Church,4061 Forest Edge Dr,Columbus,OH,43230
Griesinger Robert Rev,7041 Bent Tree Blvd,Columbus,OH,43235
New Life Baptist Church,PO Box 31359,Cincinnati,OH,45231
Abundant Faith Church Of God,800 E 5th Ave,Columbus,OH,43201
Abundant Life Mortgage Finance,920 Old Farm Rd,Columbus,OH,43213
Abundant Life Tabernacle,9440 Eby Rd,Germantown,OH,45327
Acts Of Faith Cmnty Crusade,1209 Cleveland Ave,Columbus,OH,43201
Adoration ,786 Mulberry St,Columbus,OH,43219
Aenon Missionary Baptist Chr,1385 Brentnell Ave,Columbus,OH,43219
Agora's Little Gems Early,400 W Broad St,Columbus,OH,43215
Akers James E,251 N Algonquin Ave,Columbus,OH,43204
All Nations Baptist Church,4105 Westerville Rd,Columbus,OH,43224
All Saints Catholic Academy,2855 E Livingston Ave,Columbus,OH,43209
Allegheny West Conference,1339 E Broad St,Columbus,OH,43205
Allen Carl W,668 E 2nd Ave,Columbus,OH,43201
First Seventh-Day Adventist,7480 Mayfield Rd,Chesterland,OH,44026
St Anselm Church,12969 Chillicothe Rd,Chesterland,OH,44026
Fowlers Mills Christian Church,10793 Butternut Rd,Chesterland,OH,44026
Word of Grace Church,9021 Mayfield Rd,Chesterland,OH,44026
Glenville Seventh Day Adv Chr,737 E 105th St,Cleveland,OH,44108
Temple of Praise Seventh Day,1985 Green Rd,Cleveland,OH,44121
Affinity Baptist Church,4411 E 175th St,Cleveland,OH,44128
Allen Chapel Missionary Bapt,9333 Miles Ave,Cleveland,OH,44105
Avon Avenue Baptist Church,10902 Avon Ave,Cleveland,OH,44105
Bethel Church of Cleveland Hgt,2706 Noble Rd,Cleveland,OH,44121
Beulah Missionary Baptist Chr,14918 Cardinal Ave,Cleveland,OH,44110
Blessed Hope Missionary Bapt,8804 Buckeye Rd,Cleveland,OH,44104
Bright Star Missionary Baptist,13028 Shaw Ave,Cleveland,OH,44108
Calvary Hill Baptist Church,2171 E 103rd St,Cleveland,OH,44106
Cedar Hill Baptist Church,12601 Cedar Rd,Cleveland,OH,44106
Central Bible Baptist Church,2285 Noble Rd,Cleveland,OH,44121
Cleveland Baptist Church,4431 Tiedeman Rd,Cleveland,OH,44144
Concord Baptist Church,1175 E 125th St,Cleveland,OH,44112
East Mount Zion Church,9990 Euclid Ave,Cleveland,OH,44106
East Mt Vernon Baptist Church,4164 E 123rd St,Cleveland,OH,44105
Elizabeth Baptist Church,7 S Garland Ave,Youngstown,OH,44506
Everlasting Baptist Church,579 Eddy Rd,Cleveland,OH,44108
Fairview Community Church-Bapt,21220 Lorain Rd,Cleveland,OH,44126
Faith Temple Baptist Church,10804 Union Ave,Cleveland,OH,44105
First Community Baptist Church,7004 Wade Park Ave,Cleveland,OH,44103
Fulton Road Community Church,3354 Fulton Rd,Cleveland,OH,44109
Gethsemane Baptist Church,1885 E 79th St,Cleveland,OH,44103
Good Hope Church,7519 Central Ave,Cleveland,OH,44104
Good Shepherd Baptist Church,1100 Cleveland Ave,Amherst,OH,44001
Greater Abyssinia Baptist Chr,1161 E 105th St,Cleveland,OH,44108
Greater Faith Baptist Church,PO Box 10758,Cleveland,OH,44110
Greater Friendship Baptist Chr,646 Lakewood Ave,Youngstown,OH,44502
Greater Peace Missionary Bapt,3435 Fairmount Blvd,Cleveland,OH,44118
Harvest Missionary Baptist Chr,3649 E 93rd St,Cleveland,OH,44105
Holy Grove Baptist Church,2844 E 130th St,Cleveland,OH,44120
Hopewell Missionary Bapt Chr,6920 Lexington Ave,Cleveland,OH,44103
Lee Road Baptist Church,3970 Lee Rd,Cleveland,OH,44128
Madison Avenue Baptist Church,2015 W 95th St,Cleveland,OH,44102
Morning Star Baptist Church,PO Box 6235,Cincinnati,OH,45206
Mount Haven Baptist Church,3484 Martin Luther King Jr Dr,Cleveland,OH,44104
Mount Nebo Baptist Church,12701 Superior Ave,Cleveland,OH,44112
Mt Gillion Baptist Church,7025 Cedar Ave,Cleveland,OH,44103
Mt Pleasant Baptist Church,13009 Kinsman Rd,Cleveland,OH,44120
Mt Sinai Baptist Church,7510 Woodland Ave,Cleveland,OH,44104
New Bethel Baptist Church,1507 Hillman St,Youngstown,OH,44507
New Fellowship Baptist Church,PO Box 608726,Cleveland,OH,44108
New Joshua Baptist Church,PO Box 605607,Cleveland,OH,44105
Olive Grove Baptist Church,15914 Talford Ave,Cleveland,OH,44128
Olivet Institutional Baptist,8712 Quincy Ave,Cleveland,OH,44106
Open Door Baptist Church,8215 Woodland Ave,Cleveland,OH,44104
Original Harvest Missionary,7109 Kinsman Rd,Cleveland,OH,44104
Park Heights Baptist Church,16189 Sheldon Rd,Cleveland,OH,44130
Parma Baptist Church Sbc,12193 W Pleasant Valley Rd,Cleveland,OH,44130
Parma Heights Baptist Church,8971 W Ridgewood Dr,Cleveland,OH,44130
Peace Baptist Church,652 Rockdale Ave,Cincinnati,OH,45229
Pearlbrook Baptist Church,11100 Snow Rd,Cleveland,OH,44130
Philemon Community Baptist Chr,12618 Shaw Ave,Cleveland,OH,44108
Philemon Missionary Baptist,14001 Miles Ave,Cleveland,OH,44128
Philippi Missionary Baptist,11703 Corlett Ave,Cleveland,OH,44105
Prince of Peace Missionary,PO Box 91776,Cleveland,OH,44101
Providence Baptist Church,480 S Hempstead Rd,Westerville,OH,43081
Rock Hill Missionary Baptist,11739 Kinsman Rd,Cleveland,OH,44120
Second Calvary Baptist Church,12017 Emery Ave,Cleveland,OH,44135
Second Ebenezer Baptist Church,1881 E 71st St,Cleveland,OH,44103
Second Metropolitan Bapt Chr,2424 E 79th St,Cleveland,OH,44104
Second Mt Olive Baptist Church,757 Eddy Rd,Cleveland,OH,44108
Second New Hope Baptist Chr,2917 E 116th St,Cleveland,OH,44120
St John's Baptist Church,2300 E 100th St,Cleveland,OH,44106
St Lukes Missionary Baptist,10415 Westchester Ave,Cleveland,OH,44108
St Mark Baptist Church,11123 Buckeye Rd,Cleveland,OH,44104
Starlight Baptist Church,14516 Euclid Ave,Cleveland,OH,44112
Triedstone Baptist Church,2045 Jacobs Rd,Youngstown,OH,44505
Trinity Baptist Church Sbc,2707 Grantwood Dr,Cleveland,OH,44134
True Gospel Missionary Baptist,3303 E 93rd St,Cleveland,OH,44104
Unity Baptist Church,10480 Kinsman Rd,Cleveland,OH,44104
Unity Faith Missionary Baptist,14623 Harvard Ave,Cleveland,OH,44128
Unity Free Will Baptist Church,6658 Fry Rd,Cleveland,OH,44130
Willing Workers Baptist Church,3510 E 124th St,Cleveland,OH,44105
Zion Chapel Baptist Church,4234 Lee Rd,Cleveland,OH,44128
Zion Hill Bapt Church,11115 Kinsman Rd,Cleveland,OH,44104
Ascension Catholic Church,14040 Puritas Ave,Cleveland,OH,44135
Christ the King,1862 Noble Rd,Cleveland,OH,44112
Community of St Malachi,2459 Washington Ave,Cleveland,OH,44113
Congregation of the Blessed,5384 Wilson Mills Rd,Cleveland,OH,44143
Corpus Christi Church,5204 Northcliff Ave,Cleveland,OH,44144
Gesu Parish,2470 Miramar Blvd,Cleveland,OH,44118
Holy Cross Church,19951 S Lake Shore Blvd,Cleveland,OH,44119
Holy Redeemer Church,PO Box 67,New Bremen,OH,45869
Holy Rosary Church,511 E Spring St,St Marys,OH,45885
Our Lady of Angels Church,3644 Rocky River Dr,Cleveland,OH,44111
Our Lady of Good Counsel Chr,4423 Pearl Rd,Cleveland,OH,44109
Our Lady of Lourdes Parish,3395 E 53rd St,Cleveland,OH,44127
Our Lady of Peace Church,12503 Buckingham Ave,Cleveland,OH,44120
Sacred Heart of Jesus Roman,6916 Krakow Ave,Cleveland,OH,44105
Sagrada Familia,7719 Detroit Ave,Cleveland,OH,44102
San Miquel Church,3114 Scranton Rd,Cleveland,OH,44109
St Agnes-Our Lady of Fatima,PO Box 603621,Cleveland,OH,44103
St Albert the Great Church,6667 Wallings Rd,Cleveland,OH,44141
St Angela's Church,20970 Lorain Rd,Cleveland,OH,44126
St Bartholomew,14865 Bagley Rd,Cleveland,OH,44130
St Boniface's Church,3545 W 54th St,Cleveland,OH,44102
St Bridgets Church,5620 Hauserman Rd,Cleveland,OH,44130
St Christine's,840 E 222nd St,Cleveland,OH,44119
St Colman's,2027 W 65th St,Cleveland,OH,44102
St Columbkille Church,6740 Broadview Rd,Cleveland,OH,44134
St Elias Church,8023 Memphis Ave,Cleveland,OH,44144
St Felicitas Church,140 Richmond Rd,Cleveland,OH,44143
St Francis Catholic Church,7206 Myron Ave,Cleveland,OH,44103
St Francis De Sales Church,20 Desales Ave,Lebanon,OH,45036
St Gregory the Great Church,1545 S Green Rd,Cleveland,OH,44121
St Henry Church,18200 Harvard Ave,Cleveland,OH,44128
St Hyacinth Church,6114 Francis Ave,Cleveland,OH,44127
St Ignatius of Antioch Church,10205 Lorain Ave,Cleveland,OH,44111
St Jerome's Church,15000 Lake Shore Blvd,Cleveland,OH,44110
St John Cantius Church-Polish,906 College Ave,Cleveland,OH,44113
St John Nepomucene Church,3785 Independence Rd,Cleveland,OH,44105
St Joseph Church,117 Sandusky St,Plymouth,OH,44865
St Ladislas Church,2345 Bassett Rd,Cleveland,OH,44145
St Lawrence Church,3680 Warsaw Ave,Cincinnati,OH,45205
St Leo the Great Catholic Chr,4940 Broadview Rd,Cleveland,OH,44109
St Lukes Catholic Church,1212 Bunts Rd,Cleveland,OH,44107
St Margaret Mary Parish,4217 Bluestone Rd,Cleveland,OH,44121
St Maron Church,1245 Carnegie Ave,Cleveland,OH,44115
St Martin of Tours Church,7367 York Rd,Cleveland,OH,44130
St Mary of the Falls Church,25615 Bagley Rd,Cleveland,OH,44138
St Mary's Polish Church,PO Box 1901,Cleveland,OH,44106
St Mary's Polish Cthlc Rectory,1901 Wexford Ave,Cleveland,OH,44134
St Mel Church,14436 Triskett Rd,Cleveland,OH,44111
St Michael Catholic Church,5750 N High St,Worthington,OH,43085
St Monica's Church,13623 Rockside Rd,Cleveland,OH,44125
St Patrick's Church,61 S Union St,London,OH,43140
St Patrick's Church Wp,4427 Rocky River Dr,Cleveland,OH,44135
St Paul Croatian Church,1369 E 40th St,Cleveland,OH,44103
St Rocco's Church,3205 Fulton Rd,Cleveland,OH,44109
St Rose of Lima Church,50 Struthers Coitsville Rd,Youngstown,OH,44436
St Stanislaus Church,2702 Elyria Ave,Lorain,OH,44055
St Therese Church,5276 E 105th St,Cleveland,OH,44125
St Vincent De Paul Church,4044 River Rd,Cincinnati,OH,45204
St Vitus Church,6019 Lausche Ave,Cleveland,OH,44103
St Wendelins Church,2281 Columbus Rd,Cleveland,OH,44113
Sts Peter ,4750 Turney Rd,Cleveland,OH,44125
Sts Philip ,412 High St NE,Canal Fulton,OH,44614
Bethany Christian Church,3940 Martin Luther King Jr Dr,Cleveland,OH,44105
Broadway Christian Church,5920 Engel Ave,Cleveland,OH,44127
Euclid Ave Christian Church,3663 Mayfield Rd,Cleveland,OH,44118
Fifth Christian Church,3203 Wold Ave,Cincinnati,OH,45207
Franklin Circle Christian Chr,1688 Fulton Rd,Cleveland,OH,44113
Heights Christian Church,17300 Van Aken Blvd,Cleveland,OH,44120
Parma Christian Church,7000 Ridge Rd,Cleveland,OH,44129
University Church of Christ,1885 E 89th St,Cleveland,OH,44106
Church of the Epiphany,21800 Lake Shore Blvd,Cleveland,OH,44123
Church of the Transfiguration,8614 Euclid Ave,Cleveland,OH,44106
St Andrew's Episcopal Church,267 5th St NW,Barberton,OH,44203
St Bartholomew Episcopal Chr,435 Som Center Rd,Cleveland,OH,44143
St Peter's Episcopal Church,PO Box 329,Delaware,OH,43015
Trinity Cathedral,2230 Euclid Ave,Cleveland,OH,44115
Bedford Church of the Nazarene,365 Center Rd,Cleveland,OH,44146
Grace Church C ,7393 Pearl Rd,Cleveland,OH,44130
Lakeview Church of God,7555 York Rd,Cleveland,OH,44130
Star of Bethel Missionary Chr,1567 Crawford Rd,Cleveland,OH,44106
B'Nai Jeshurun Congregation,27501 Fairmount Blvd,Cleveland,OH,44124
Congregation Bethaynu,27900 Gates Mills Blvd,Cleveland,OH,44124
Fairmount Temple,23737 Fairmount Blvd,Cleveland,OH,44122
Green Road Synagogue,2437 S Green Rd,Cleveland,OH,44122
Heights Jewish Ctr,14270 Cedar Rd,Cleveland,OH,44121
Park Synagogue,3300 Mayfield Rd,Cleveland,OH,44118
Suburban Temple Kol Ami,22401 Chagrin Blvd,Cleveland,OH,44122
Temple Emanuel,2200 S Green Rd,Cleveland,OH,44121
Temple-Tifereth Israel,26000 Shaker Blvd,Cleveland,OH,44122
Warrensville Center Synagogue,1508 Warrensville Center Rd,Cleveland,OH,44121
Young Israel of Cleveland,2463 S Green Rd,Cleveland,OH,44122
Advent Lutheran Church Elca,5525 Harper Rd,Cleveland,OH,44139
Bethany English Lutheran Chr,15460 Triskett Rd,Cleveland,OH,44111
Bethany Evangelical Lutheran,6041 Ridge Rd,Cleveland,OH,44129
Christ the Redeemer Lutheran,9201 Brecksville Rd,Cleveland,OH,44141
Divinity Lutheran Church Elca,11877 Blossom Ave,Cleveland,OH,44130
Dr Martin Luther Lutheran Chr,4470 Ridge Rd,Cleveland,OH,44144
Euclid Lutheran Church,431 E 260th St,Cleveland,OH,44132
Hope Lutheran,2222 N Taylor Rd,Cleveland,OH,44112
Immanuel Evangelical Lutheran,2928 Scranton Rd,Cleveland,OH,44113
Lutheran Church of the Master,28744 Simmons Rd,Perrysburg,OH,43551
Lutheran Church-Good Shepherd,8235 Memphis Ave,Cleveland,OH,44144
Mt Calvary Lutheran Church,12826 Lorain Ave,Cleveland,OH,44111
Our Redeemer Lutheran Church,7196 Som Center Rd,Cleveland,OH,44139
Our Savior Lutheran Church,2154 Som Center Rd,Cleveland,OH,44124
Parma Lutheran Church,5280 Broadview Rd,Cleveland,OH,44134
Prince of Peace Lutheran Chr,5475 Brand Rd,Dublin,OH,43017
St James Lutheran Church Elca,1424 Hayden Ave,Cleveland,OH,44112
St Luke Lutheran Church,4456 Morse Rd,Gahanna,OH,43230
St Mark Lutheran Church,1330 N Carpenter Rd,Brunswick,OH,44212
St Thomas Evangelical Lutheran,9509 Lake Ave,Cleveland,OH,44102
Zion Lutheran Church,PO Box 7111,Lafayette,OH,45854
Lee Heights Community Church,4612 Lee Rd,Cleveland,OH,44128
Aldersgate United Meth Church,4069 Eastwood Ln,Cleveland,OH,44122
Bedford First United Methodist,79 Center Rd,Cleveland,OH,44146
Beth-El Ame Zion Church,1428 E 110th St,Cleveland,OH,44106
Brecksville United Methodist,65 Public Sq,Cleveland,OH,44113
Broadway United Methodist Chr,5246 Broadway Ave,Cleveland,OH,44127
Brooklyn Memorial United Meth,2607 Archwood Ave,Cleveland,OH,44109
Church of the Redeemer United,2420 S Taylor Rd,Cleveland,OH,44118
Church of the Saviour Early Le,2537 Lee Rd,Cleveland,OH,44118
Cory United Methodist Church,1117 E 105th St,Cleveland,OH,44108
Epworth Euclid Church,1919 E 107th St,Cleveland,OH,44106
Fairview Grace United Mthdst,22420 Lorain Rd,Cleveland,OH,44126
Garfield Heights United Meth,4977 Turney Rd,Cleveland,OH,44125
Garfield Memorial Church,3650 Lander Rd,Cleveland,OH,44124
Good Shepherd United Methodist,5930 State Rd,Cleveland,OH,44134
Greater Avery Ame Church,7511 Wade Park Ave,Cleveland,OH,44103
Lane Metropolitan Cme Church,2131 E 46th St,Cleveland,OH,44103
Mt Pleasant United Methodist,89 Canyon Rd SW,Carrollton,OH,44615
Parkwood Cme Church,10915 Morison Ave,Cleveland,OH,44108
Pleasant Hills United Meth Chr,13200 Bagley Rd,Cleveland,OH,44130
Quinn Chapel Ame Church,PO Box 46862,Cincinnati,OH,45246
Ridgewood United Methodist Chr,6330 Ridge Rd,Cleveland,OH,44129
Shaffer United Methodist Chr,12002 Miles Ave,Cleveland,OH,44105
Solon United Methodist Church,5540 Som Center Rd,Cleveland,OH,44139
South Euclid-Hillcrest United,1534 S Green Rd,Cleveland,OH,44121
St James Ame Church,8401 Cedar Ave,Cleveland,OH,44103
St John Ame Church,2261 E 40th St,Cleveland,OH,44103
St Matthew United Methodist,8601 Wade Park Ave,Cleveland,OH,44106
St Paul United Methodist Chr,7641 Wales Ave NW,North Canton,OH,44720
St Pauls Ame Zion Church,2393 E 55th St,Cleveland,OH,44104
Westlake United Methodist Chr,27650 Center Ridge Rd,Cleveland,OH,44145
Bethany Covenant Church,5120 Ridgebury Blvd,Cleveland,OH,44124
Body of Christ Assembly,20900 Miles Pky,Cleveland,OH,44128
Christian Fellowship Ctr,14713 Lake Shore Blvd,Cleveland,OH,44110
Church Alive Intl,4840 State Rd,Cleveland,OH,44109
Church of Unity-Westlake,23855 Detroit Rd,Cleveland,OH,44145
Church On the Rise,3550 Crocker Rd,Cleveland,OH,44145
Cleveland Chinese Christian,474 Trebisky Rd,Cleveland,OH,44143
Gospel House Church ,PO Box 46509,Cleveland,OH,44146
Imani United Church of Christ,1505 E 260th St,Cleveland,OH,44132
Mega Church,PO Box 6773,Cleveland,OH,44101
New Community Bible Fellowship,3557 Washington Blvd,Cleveland,OH,44118
New Spirit Revival Ctr,3130 Mayfield Rd,Cleveland,OH,44118
Orchard,7191 McKenzie Rd,Cleveland,OH,44138
South Point Community Church,7648 Broadview Rd,Cleveland,OH,44134
United House of Prayer,8700 Cedar Ave,Cleveland,OH,44106
Holy Spirit Byzantine Catholic,5500 W 54th St,Cleveland,OH,44129
Holy Trinity Orthodox Church,6822 Broadview Rd,Cleveland,OH,44134
St Andrew Eastern Orthodox Chr,16069 Maple Park Dr,Cleveland,OH,44137
St Andrews Ukrainian Catholic,7700 Hoertz Rd,Cleveland,OH,44134
St Herman of Alaska Greek,4410 Franklin Blvd,Cleveland,OH,44113
St John Byzantine Catholic Chr,36125 Aurora Rd,Cleveland,OH,44139
St Josaphat Ukrainian Catholic,5720 State Rd,Cleveland,OH,44134
St Joseph's Byzantine Catholic,8111 Brecksville Rd,Cleveland,OH,44141
St Mary's Byzantine Catholic,356 S Belle Vista Ave,Youngstown,OH,44509
St Mary's Romanian Orthodox,3256 Warren Rd,Cleveland,OH,44111
St Matthew the Evangelist Chr,PO Box 33183,Cleveland,OH,44133
St Michael's Russian Orthodox,5025 Miller Rd,Cleveland,OH,44141
St Sava Serbian Orthodox Chr,PO Box 470457,Cleveland,OH,44147
St Sava Serbian Orthodox Hall,6306 Broadview Rd,Cleveland,OH,44134
St Theodosius Orthodox Cthdrl,8200 Biddulph Rd,Cleveland,OH,44144
Sts Constantine ,3352 Mayfield Rd,Cleveland,OH,44118
Bethany Assembly of God,6195 Broadview Rd,Cleveland,OH,44134
Bethel Temple,711 25th St NW,Canton,OH,44709
Brecksville Church of God,8131 Brecksville Rd,Cleveland,OH,44141
Calvary Chapel of Cleveland,6770 Brookpark Rd,Cleveland,OH,44129
Church of God,4062 London West Rd,Shelby,OH,44875
Church of God ,PO Box 603368,Cleveland,OH,44103
Cooley Avenue Church of God,12401 Cooley Ave,Cleveland,OH,44111
Immanuel Assembly of God,6486 W 130th St,Cleveland,OH,44130
Jonas Temple Church of God,PO Box 606244,Cleveland,OH,44106
Light of Liberty Church,9216 Superior Ave,Cleveland,OH,44106
Parma Park Church of God,12000 Huffman Rd,Cleveland,OH,44130
Pilgrim Church of Christ,PO Box 608096,Cleveland,OH,44108
Sharon Pentecostal Church-God,3905 E 140th St,Cleveland,OH,44128
Spanish Pentecostal Church-God,2951 W 32nd St,Cleveland,OH,44113
United Pentecostal Churches,10515 Chester Ave,Cleveland,OH,44106
Zion Pentecostal Church-Christ,4070 E 142nd St,Cleveland,OH,44128
Brecksville United Church,23 Public Sq,Cleveland,OH,44113
Brooklyn Heights United Church,2005 W Schaaf Rd,Cleveland,OH,44109
Brooklyn Presbyterian Church,4308 Pearl Rd,Cleveland,OH,44109
Brooklyn Reformed Church,9014 Biddulph Rd,Cleveland,OH,44144
Calvary Presbyterian Church,100 S Marietta St,St Clairsville,OH,43950
Church of the Covenant,3014 Fulton Dr NW,Canton,OH,44718
Church of the Redeemer,2944 Erie Ave,Cincinnati,OH,45208
Church of Western Reserve,30500 Fairmount Blvd,Cleveland,OH,44124
Dover Congregational Church,2239 Dover Center Rd,Cleveland,OH,44145
East View United Church-Christ,15615 Chagrin Blvd,Cleveland,OH,44120
Euclid Avenue Congregational,9606 Euclid Ave,Cleveland,OH,44106
Fairmount Presbyterian Church,2757 Fairmount Blvd,Cleveland,OH,44118
Faith United Church of Christ,1877 Millville Ave,Hamilton,OH,45013
First Hungarian Reformed Chr,14530 Alexander Rd,Cleveland,OH,44146
First Presbyterian Church,116 N 3rd St,Toronto,OH,43964
Forest Hill Church Presby,3031 Monticello Blvd,Cleveland,OH,44118
Glenville New Life Comm Church,10504 Helena Ave,Cleveland,OH,44108
Highland Sixth Presbyterian,5632 Wilson Mills Rd,Cleveland,OH,44143
Hungarian Reformed Church,1691 E 31st St,Lorain,OH,44055
Korean American Presbyterian,9305 Midwest Ave,Cleveland,OH,44125
Korean Central Presbyterian,8220 Brecksville Rd,Cleveland,OH,44141
Lyndhurst Community Presbytrn,5312 Mayfield Rd,Cleveland,OH,44124
Middleburg Heights Community,7165 Big Creek Pky,Cleveland,OH,44130
Mount Zion Congregational Chr,10723 Magnolia Dr,Cleveland,OH,44106
Old Stone Church,91 Public Sq,Cleveland,OH,44113
Olmsted Community Church,7853 Main St,Cleveland,OH,44138
Parma South Presbyterian Chr,6155 Pearl Rd,Cleveland,OH,44130
Pilgrim Congregational Church,2592 W 14th St,Cleveland,OH,44113
Pioneer Presbyterian Church,35100 Solon Rd,Cleveland,OH,44139
Plymouth Church-Shaker Heights,2860 Coventry Rd,Cleveland,OH,44120
Ridge Rd United Church-Christ,6050 Ridge Rd,Cleveland,OH,44129
Solon Community Church,PO Box 391433,Cleveland,OH,44139
St Andrew's Presbyterian Chr,23114 West Rd,Cleveland,OH,44138
St Mark's Presbyterian Church,1319 East Blvd,Cleveland,OH,44106
St Paul United Church-Christ,21 Wooster St NW,Navarre,OH,44662
Trinity United Church-Christ,107 N High St,Baltimore,OH,43105
West Park United Church-Christ,3909 Rocky River Dr,Cleveland,OH,44111
True Churches Of Apostolic Faith,860 Eddy Rd,Cleveland,OH,44108
Crystal Church Of God,7205 Fullerton Ave,Cleveland,OH,44105
Agudath Israel Of Cleveland,3559 Severn Rd,Cleveland,OH,44118
Victorious Church Of Christ,4084 Lee Rd,Cleveland,OH,44128
Northeast Church Of God,8108 Pulaski Ave,Cleveland,OH,44103
First Assembly Of God,515 S Burnett Rd,Springfield,OH,45505
Covenant House Of God,10106 Buckeye Rd,Cleveland,OH,44104
Williams Center Of Truth,10630 Tacoma Ave,Cleveland,OH,44108
Miracle Church Of Religious,11713 Buckeye Rd,Cleveland,OH,44120
Sisters Of Humility Of Mary,22955 Detroit Rd,Cleveland,OH,44145
Glenville Church Of Christ,9009 Wade Park Ave,Cleveland,OH,44106
Universal Assembly Of Christ,11706 Union Ave,Cleveland,OH,44105
Glorious Church Of God-christ,3525 E 93rd St,Cleveland,OH,44105
Original Church Of God,2350 E 79th St,Cleveland,OH,44104
Poor Clares Of Perpetual,4108 Euclid Ave,Cleveland,OH,44103
Riverside Church Of God,7115 Dearborn Ave,Cleveland,OH,44102
Apostolic Church Of God,10917 Miles Ave,Cleveland,OH,44105
Abundant Life International Church,5942 Wilson Mills Rd,Cleveland,OH,44143
Abyssinia Baptist Church,2045 Green Rd,Cleveland,OH,44121
Aden John W,2616 Brentwood Rd,Cleveland,OH,44122
Aden Kato,16209 Clearview Ave,Cleveland,OH,44128
Adler Moshe,4083 Bushnell Rd,Cleveland,OH,44118
Adler Pinchas,3674 Shannon Rd,Cleveland,OH,44118
Adunarea Nazareneana,12002 Geraldine Ave,Cleveland,OH,44111
Al Eman School Of Cleveland,6055 W 130th St,Cleveland,OH,44130
Albanian Orthodox Church,10716 Jasper Rd,Cleveland,OH,44111
Alexander Jr Edsel,23303 Felch St,Cleveland,OH,44128
All Nations Deliverance Ministries,15715 Libby Rd,Cleveland,OH,44137
All Saints Worship Center International,3836 Montevista Rd,Cleveland,OH,44121
Allen Temple Ame Church,7080 Reading Rd,Cincinnati,OH,45237
Seventh Day Adventist Church,9652 Murray Ridge Rd,Elyria,OH,44035
Abbe Road Baptist Church,670 Abbe Rd N,Elyria,OH,44035
College Heights Baptist Church,980 N Abbe Rd,Elyria,OH,44035
Elyria Baptist Church,276 Washington Ave,Elyria,OH,44035
Midway Baptist Church,41812 Griswold Rd,Elyria,OH,44035
Victory Baptist Temple,45155 Telegraph Rd,Elyria,OH,44035
Holy Cross Catholic Church,1417 West Ave,Elyria,OH,44035
Washington Avenue Christian,301 Washington Ave,Elyria,OH,44035
Elyria Church of the Nazarene,1107 Clemens Ave,Elyria,OH,44035
Emmanuel Lutheran,360 Princeton Ave,Elyria,OH,44035
Grace Lutheran Church-Mo Synod,9685 E River Rd,Elyria,OH,44035
First United Methodist Preschl,312 3rd St,Elyria,OH,44035
Jones Chapel Ame Church,PO Box 72,Elyria,OH,44036
La Porte United Methodist,2071 Grafton Rd,Elyria,OH,44035
Laporte United Methodist Ch,10725 Dewhurst Rd,Elyria,OH,44035
Church of the Open Door,43275 Telegraph Rd,Elyria,OH,44035
Cross Community Church,525 N Abbe Rd,Elyria,OH,44035
Macedonia Church of God,PO Box 1877,Elyria,OH,44036
Murray Ridge Rd Church of God,7942 Murray Ridge Rd,Elyria,OH,44035
First Congregational United,PO Box 490,Ashtabula,OH,44005
Lake Avenue United Church,310 Lowell St,Elyria,OH,44035
